# warthog xy Energy graph 
# this file is formatted as follows: [header data] [node data] [edge data] 
# header format: nodes [number of nodes] edges [number of edges]  
# node data format: v [id] [x] [y] [elevation] 
# edge data format: e [from_node_id] [to_node_id] [length] [1000 - height_gain] [popularity] [street_width] [100*random] 
# 
# 32bit integer values are used throughout. 
# Identifiers are all zero indexed. 
# 
nodes 16516 edges 33111 objectives 2 
v 907 2179690 48785502 176 
v 908 2179400 48785856 175 
v 909 2179077 48785394 176 
v 910 2174955 48782665 176 
v 911 2179451 48785308 177 
v 912 2179501 48785633 176 
v 913 2173452 48783434 178 
v 914 2173790 48784438 177 
v 915 2173961 48782537 177 
v 916 2181447 48796007 116 
v 917 2174683 48783118 176 
v 918 2173505 48783300 178 
v 919 2174630 48782794 176 
v 920 2174538 48782535 176 
v 921 2175042 48782369 176 
v 922 2180037 48785391 176 
v 923 2179669 48785400 176 
v 924 2180973 48785264 177 
v 925 2179746 48783126 177 
v 926 2206010 48778979 175 
v 927 2184690 48783032 177 
v 928 2186863 48782701 180 
v 929 2187260 48782614 180 
v 930 2187120 48782772 180 
v 931 2187446 48781509 180 
v 932 2186791 48781148 179 
v 933 2187859 48780990 180 
v 934 2185078 48782973 178 
v 935 2186596 48782742 179 
v 936 2185681 48784715 179 
v 937 2185468 48784640 178 
v 938 2186606 48786924 178 
v 939 2186391 48786793 178 
v 940 2177653 48793273 134 
v 941 2181135 48795722 116 
v 942 2180285 48795924 121 
v 943 2180735 48795923 118 
v 944 2180998 48795593 117 
v 945 2179195 48785476 176 
v 946 2187079 48786692 178 
v 947 2186603 48787079 179 
v 948 2186984 48785664 176 
v 949 2187014 48785824 176 
v 950 2187681 48786306 178 
v 951 2186994 48783901 179 
v 952 2189941 48783155 180 
v 953 2189961 48784819 179 
v 954 2190639 48781024 179 
v 955 2188240 48783041 180 
v 956 2190240 48782233 180 
v 957 2169162 48785159 179 
v 958 2169071 48783235 178 
v 959 2171664 48783592 177 
v 960 2171385 48782861 177 
v 961 2171634 48784775 178 
v 962 2171281 48783738 177 
v 963 2169151 48784809 179 
v 964 2169130 48784674 179 
v 965 2166685 48784736 180 
v 966 2165294 48782578 179 
v 967 2165169 48782695 179 
v 968 2166569 48784830 181 
v 969 2166701 48784855 180 
v 970 2165142 48782395 180 
v 971 2168971 48781895 176 
v 972 2173733 48786270 178 
v 973 2174623 48786125 177 
v 974 2175526 48785986 177 
v 975 2179324 48786472 176 
v 976 2176846 48786042 177 
v 977 2176754 48787846 175 
v 978 2176122 48788431 176 
v 979 2179219 48787195 175 
v 980 2178386 48787462 174 
v 981 2176974 48786887 175 
v 982 2185991 48785611 177 
v 983 2180757 48785293 176 
v 984 2182451 48786149 176 
v 985 2182099 48785095 177 
v 986 2184993 48785756 177 
v 987 2184645 48784712 178 
v 988 2190026 48784113 178 
v 989 2190857 48783869 179 
v 990 2190985 48783306 179 
v 991 2195998 48782405 178 
v 992 2189932 48785238 179 
v 993 2190943 48785424 179 
v 994 2189529 48785160 179 
v 995 2193994 48783730 177 
v 996 2192868 48782945 179 
v 997 2193348 48781516 180 
v 998 2192217 48783067 179 
v 999 2193132 48782897 178 
v 1000 2193388 48781782 180 
v 1001 2193290 48781319 180 
v 1002 2192754 48780455 178 
v 1003 2204710 48783536 173 
v 1004 2205340 48783491 172 
v 1005 2205386 48783331 172 
v 1006 2205512 48783256 172 
v 1007 2205868 48783282 172 
v 1008 2205763 48783657 171 
v 1009 2202962 48779723 179 
v 1010 2205726 48783238 172 
v 1011 2205987 48783439 171 
v 1012 2206164 48783261 171 
v 1013 2188456 48782316 182 
v 1014 2190137 48782545 180 
v 1015 2168899 48781580 175 
v 1016 2186053 48785792 177 
v 1017 2187922 48786157 178 
v 1018 2189856 48785694 179 
v 1019 2177677 48784253 177 
v 1020 2175208 48783117 176 
v 1021 2185557 48784570 178 
v 1022 2185430 48784339 179 
v 1023 2185112 48784388 179 
v 1024 2185062 48784538 179 
v 1025 2185204 48784653 179 
v 1026 2181841 48785134 177 
v 1027 2184879 48783606 179 
v 1028 2184946 48783790 179 
v 1029 2179144 48787742 173 
v 1030 2201347 48781292 182 
v 1031 2203938 48781052 176 
v 1032 2195994 48780221 179 
v 1033 2216367 48779141 171 
v 1034 2211625 48778586 175 
v 1035 2212441 48779032 172 
v 1036 2215693 48778290 174 
v 1037 2215716 48778796 173 
v 1038 2158921 48783479 171 
v 1039 2152421 48795451 116 
v 1040 2148617 48793194 126 
v 1041 2150482 48791802 126 
v 1042 2147803 48792709 129 
v 1043 2149668 48791333 128 
v 1044 2149424 48793667 124 
v 1045 2151308 48792287 124 
v 1046 2146020 48794686 123 
v 1047 2144292 48794704 125 
v 1048 2145303 48794134 124 
v 1049 2142847 48793566 129 
v 1050 2149879 48788167 137 
v 1051 2148512 48788277 141 
v 1052 2152720 48793113 122 
v 1053 2150820 48794502 121 
v 1054 2153370 48792612 123 
v 1055 2162123 48798511 113 
v 1056 2161483 48798331 112 
v 1057 2159962 48797358 110 
v 1058 2158268 48796363 113 
v 1059 2155977 48795033 114 
v 1060 2154169 48793078 121 
v 1061 2154981 48793550 119 
v 1062 2156634 48794519 116 
v 1063 2157143 48794812 115 
v 1064 2158935 48795862 115 
v 1065 2160633 48796861 115 
v 1066 2162479 48797956 113 
v 1067 2156526 48792437 121 
v 1068 2156033 48792794 122 
v 1069 2154327 48794056 118 
v 1070 2153383 48794753 117 
v 1071 2151777 48793804 123 
v 1072 2152572 48794276 120 
v 1073 2155055 48795743 113 
v 1074 2152409 48794188 121 
v 1075 2151435 48794882 119 
v 1076 2154382 48796411 112 
v 1077 2150396 48795532 120 
v 1078 2151339 48794805 120 
v 1079 2157670 48793736 117 
v 1080 2154512 48796211 113 
v 1081 2155723 48796390 112 
v 1082 2158370 48797096 111 
v 1083 2160021 48795065 120 
v 1084 2157682 48796820 111 
v 1085 2159086 48794418 118 
v 1086 2161485 48796233 121 
v 1087 2162111 48796744 119 
v 1088 2162890 48797377 119 
v 1089 2177541 48806470 119 
v 1090 2182502 48807550 115 
v 1091 2182217 48806291 109 
v 1092 2181025 48805687 103 
v 1093 2179777 48806039 110 
v 1094 2179007 48805227 108 
v 1095 2178713 48805914 114 
v 1096 2158439 48794109 118 
v 1097 2156816 48793252 120 
v 1098 2155217 48792318 123 
v 1099 2154410 48791851 125 
v 1100 2153594 48791385 127 
v 1101 2152244 48790037 134 
v 1102 2152407 48789060 132 
v 1103 2152604 48788780 135 
v 1104 2153681 48789448 130 
v 1105 2153377 48789914 129 
v 1106 2154688 48789765 129 
v 1107 2154576 48790557 125 
v 1108 2160876 48795743 123 
v 1109 2165630 48798717 123 
v 1110 2168560 48799112 125 
v 1111 2127179 48804952 132 
v 1112 2125307 48804814 131 
v 1113 2125835 48805421 131 
v 1114 2126385 48806448 127 
v 1115 2273376 48727895 71 
v 1116 2272254 48737084 60 
v 1117 2272476 48737872 56 
v 1118 2272077 48737780 56 
v 1119 2272106 48737537 57 
v 1120 2273046 48734091 76 
v 1121 2266035 48732560 71 
v 1122 2265881 48732596 71 
v 1123 2265576 48732500 72 
v 1124 2273294 48720691 84 
v 1125 2130648 48775284 107 
v 1126 2131899 48774766 107 
v 1127 2129786 48775582 105 
v 1128 2129509 48775544 104 
v 1129 2129545 48775735 106 
v 1130 2258989 48708088 55 
v 1131 2257999 48707692 51 
v 1132 2258597 48707330 51 
v 1133 2259141 48707506 52 
v 1134 2259213 48706267 50 
v 1135 2175344 48796844 129 
v 1136 2166128 48798675 125 
v 1137 2175192 48797053 129 
v 1138 2174465 48797023 130 
v 1139 2171804 48799231 119 
v 1140 2173361 48798219 121 
v 1141 2175403 48798174 119 
v 1142 2175119 48796890 129 
v 1143 2177418 48798292 119 
v 1144 2176936 48799905 113 
v 1145 2176356 48798169 120 
v 1146 2176317 48797511 124 
v 1147 2183401 48797629 109 
v 1148 2179472 48797579 126 
v 1149 2179527 48798702 119 
v 1150 2179674 48798776 118 
v 1151 2184114 48798252 106 
v 1152 2179393 48798764 119 
v 1153 2179620 48798877 118 
v 1154 2179422 48798865 118 
v 1155 2177539 48799983 112 
v 1156 2181008 48800070 111 
v 1157 2174884 48800173 108 
v 1158 2173200 48800164 114 
v 1159 2221501 48786133 173 
v 1160 2209615 48787837 174 
v 1161 2215636 48780157 169 
v 1162 2216420 48780101 169 
v 1163 2216844 48779810 169 
v 1164 2217136 48780194 168 
v 1165 2208759 48780978 171 
v 1166 2169198 48780470 174 
v 1167 2169047 48780510 174 
v 1168 2168946 48780319 174 
v 1169 2169220 48780350 174 
v 1170 2174710 48779281 176 
v 1171 2169958 48780412 174 
v 1172 2174738 48779716 174 
v 1173 2171023 48780112 174 
v 1174 2169071 48780286 174 
v 1175 2145616 48802753 135 
v 1176 2144327 48803770 134 
v 1177 2184517 48799909 102 
v 1178 2184547 48799831 103 
v 1179 2184418 48799891 102 
v 1180 2188275 48803889 101 
v 1181 2186111 48802562 99 
v 1182 2187028 48802092 96 
v 1183 2182908 48797212 112 
v 1184 2195724 48792999 128 
v 1185 2183700 48797231 108 
v 1186 2185594 48796294 110 
v 1187 2185563 48796918 103 
v 1188 2185551 48797268 104 
v 1189 2186878 48794665 118 
v 1190 2187529 48797310 105 
v 1191 2186691 48797291 103 
v 1192 2188270 48797322 109 
v 1193 2188397 48794384 119 
v 1194 2188292 48796851 111 
v 1195 2186726 48796825 104 
v 1196 2181290 48795605 117 
v 1197 2188851 48798414 103 
v 1198 2190229 48797363 114 
v 1199 2185138 48799141 102 
v 1200 2187818 48797315 106 
v 1201 2187771 48798618 101 
v 1202 2188308 48797323 109 
v 1203 2188288 48798527 100 
v 1204 2188892 48797334 111 
v 1205 2195453 48798387 107 
v 1206 2196534 48797554 113 
v 1207 2189973 48797572 110 
v 1208 2199564 48794343 123 
v 1209 2200515 48794696 122 
v 1210 2199041 48794144 124 
v 1211 2195198 48797487 112 
v 1212 2197302 48795972 118 
v 1213 2197518 48795816 118 
v 1214 2196603 48795411 122 
v 1215 2197286 48795822 118 
v 1216 2197517 48795968 118 
v 1217 2185124 48797256 104 
v 1218 2184931 48798952 104 
v 1219 2183863 48796504 107 
v 1220 2194104 48799940 109 
v 1221 2196776 48799897 111 
v 1222 2188423 48799915 97 
v 1223 2187315 48800615 96 
v 1224 2189016 48800546 103 
v 1225 2193100 48799795 106 
v 1226 2192615 48798275 106 
v 1227 2193131 48799921 107 
v 1228 2196997 48799748 111 
v 1229 2192331 48797418 111 
v 1230 2190273 48798437 104 
v 1231 2189428 48797977 106 
v 1232 2185507 48799061 104 
v 1233 2105571 48803260 121 
v 1234 2105505 48803167 121 
v 1235 2181530 48799786 111 
v 1236 2124563 48803292 130 
v 1237 2124606 48803156 130 
v 1238 2124719 48802889 130 
v 1239 2124766 48802767 131 
v 1240 2173254 48798753 117 
v 1241 2172413 48798253 122 
v 1242 2172566 48797415 132 
v 1243 2124637 48804077 130 
v 1244 2126547 48804505 130 
v 1245 2124571 48804455 130 
v 1246 2171285 48798829 123 
v 1247 2171828 48798288 123 
v 1248 2120423 48801499 130 
v 1249 2124831 48800289 124 
v 1250 2122157 48800272 123 
v 1251 2122560 48800912 125 
v 1252 2121568 48801184 129 
v 1253 2125411 48801299 130 
v 1254 2198418 48798648 116 
v 1255 2194696 48797476 111 
v 1256 2125719 48801459 130 
v 1257 2197800 48799126 112 
v 1258 2123851 48801339 130 
v 1259 2123577 48800633 124 
v 1260 2176297 48797078 128 
v 1261 2170632 48803136 108 
v 1262 2162539 48801053 107 
v 1263 2145018 48769713 98 
v 1264 2141435 48766661 126 
v 1265 2144297 48769077 100 
v 1266 2154479 48785032 153 
v 1267 2250085 48805453 137 
v 1268 2152383 48786606 150 
v 1269 2151557 48786812 144 
v 1270 2137991 48794606 131 
v 1271 2140280 48793913 131 
v 1272 2137179 48793566 138 
v 1273 2186364 48807580 91 
v 1274 2187882 48806757 98 
v 1275 2187055 48807001 91 
v 1276 2187809 48807226 94 
v 1277 2187904 48807267 94 
v 1278 2166790 48807927 129 
v 1279 2173734 48764086 85 
v 1280 2173278 48764054 85 
v 1281 2177989 48763815 83 
v 1282 2174801 48763741 84 
v 1283 2170133 48764967 88 
v 1284 2169556 48764796 88 
v 1285 2169944 48766300 95 
v 1286 2169156 48764288 88 
v 1287 2175349 48763041 88 
v 1288 2174368 48760971 119 
v 1289 2173381 48761086 113 
v 1290 2170043 48762662 97 
v 1291 2172518 48771086 133 
v 1292 2172452 48771195 135 
v 1293 2172212 48771579 137 
v 1294 2172089 48771591 138 
v 1295 2170668 48771714 150 
v 1296 2167612 48771759 165 
v 1297 2172736 48772704 136 
v 1298 2171258 48773126 141 
v 1299 2169963 48772577 153 
v 1300 2167579 48772348 167 
v 1301 2167380 48773064 168 
v 1302 2167330 48773364 169 
v 1303 2167471 48774826 171 
v 1304 2167600 48776043 173 
v 1305 2167684 48777757 172 
v 1306 2168808 48780188 175 
v 1307 2178107 48803590 95 
v 1308 2180139 48803938 93 
v 1309 2182022 48804246 94 
v 1310 2178512 48802469 101 
v 1311 2178915 48801339 104 
v 1312 2177859 48803687 94 
v 1313 2176781 48802198 101 
v 1314 2177018 48801595 104 
v 1315 2177104 48801313 107 
v 1316 2179976 48801516 102 
v 1317 2179555 48802636 98 
v 1318 2179150 48803766 94 
v 1319 2180571 48802788 98 
v 1320 2180998 48801699 103 
v 1321 2180452 48804801 100 
v 1322 2175162 48801934 107 
v 1323 2174320 48801774 108 
v 1324 2173942 48801221 109 
v 1325 2173640 48800809 111 
v 1326 2178727 48801854 103 
v 1327 2182645 48800639 108 
v 1328 2182052 48800606 109 
v 1329 2179531 48801439 103 
v 1330 2174921 48801141 107 
v 1331 2176657 48799866 113 
v 1332 2184520 48804008 98 
v 1333 2181888 48803304 99 
v 1334 2184979 48802958 103 
v 1335 2183192 48801858 108 
v 1336 2184828 48803294 101 
v 1337 2182110 48802227 104 
v 1338 2185136 48802616 106 
v 1339 2185347 48802477 105 
v 1340 2185486 48802391 103 
v 1341 2185786 48802358 100 
v 1342 2183345 48801629 107 
v 1343 2182970 48801212 107 
v 1344 2182815 48800656 108 
v 1345 2185077 48801016 102 
v 1346 2185453 48801754 101 
v 1347 2164888 48805077 112 
v 1348 2168016 48807264 122 
v 1349 2175275 48806668 128 
v 1350 2176032 48806591 125 
v 1351 2176003 48807639 135 
v 1352 2178813 48806210 114 
v 1353 2169333 48805411 109 
v 1354 2169400 48805137 107 
v 1355 2172096 48804965 102 
v 1356 2172233 48804826 101 
v 1357 2172658 48804058 97 
v 1358 2172752 48804794 101 
v 1359 2173666 48804047 97 
v 1360 2172909 48804056 97 
v 1361 2172700 48802591 111 
v 1362 2170973 48801154 116 
v 1363 2172832 48801204 113 
v 1364 2173779 48801950 110 
v 1365 2174425 48801933 108 
v 1366 2174220 48802551 109 
v 1367 2163998 48800686 107 
v 1368 2165556 48800476 114 
v 1369 2170748 48802583 111 
v 1370 2170115 48802536 113 
v 1371 2166809 48803540 104 
v 1372 2165261 48805312 114 
v 1373 2164948 48805156 112 
v 1374 2168978 48772423 162 
v 1375 2165297 48772899 170 
v 1376 2164534 48772705 170 
v 1377 2164570 48772207 168 
v 1378 2163878 48773523 172 
v 1379 2162559 48773701 172 
v 1380 2161304 48775956 175 
v 1381 2163847 48772245 168 
v 1382 2164218 48771799 166 
v 1383 2165974 48769579 158 
v 1384 2166538 48768854 153 
v 1385 2160264 48770854 161 
v 1386 2167631 48776458 172 
v 1387 2168436 48776468 171 
v 1388 2161359 48776564 176 
v 1389 2167409 48774272 171 
v 1390 2163234 48775179 173 
v 1391 2162757 48775835 174 
v 1392 2169002 48773421 165 
v 1393 2178575 48761630 95 
v 1394 2178445 48761908 93 
v 1395 2179110 48761400 98 
v 1396 2188488 48758418 97 
v 1397 2214442 48750031 86 
v 1398 2216979 48751305 75 
v 1399 2216175 48751740 76 
v 1400 2216037 48751419 76 
v 1401 2180458 48761530 94 
v 1402 2180608 48761290 97 
v 1403 2184579 48758174 102 
v 1404 2185760 48758089 97 
v 1405 2185374 48757535 102 
v 1406 2179198 48761070 105 
v 1407 2173057 48757515 145 
v 1408 2175098 48756936 146 
v 1409 2172621 48757033 148 
v 1410 2184470 48756083 115 
v 1411 2179921 48757446 146 
v 1412 2179865 48756998 147 
v 1413 2179812 48756454 147 
v 1414 2177649 48757324 147 
v 1415 2186535 48754880 145 
v 1416 2187431 48754235 146 
v 1417 2182023 48752750 146 
v 1418 2183175 48752606 147 
v 1419 2189238 48753463 146 
v 1420 2186179 48753413 147 
v 1421 2184280 48752827 146 
v 1422 2183393 48753809 140 
v 1423 2185249 48753126 147 
v 1424 2184671 48753940 141 
v 1425 2183126 48807017 110 
v 1426 2181061 48754491 147 
v 1427 2181820 48754725 143 
v 1428 2182387 48755799 128 
v 1429 2183897 48754517 128 
v 1430 2182289 48755552 125 
v 1431 2183347 48755469 119 
v 1432 2183902 48755623 117 
v 1433 2183896 48755275 119 
v 1434 2183562 48755242 119 
v 1435 2182582 48805302 96 
v 1436 2182615 48805179 95 
v 1437 2182897 48805226 95 
v 1438 2183109 48805546 98 
v 1439 2184062 48806317 100 
v 1440 2184277 48806292 97 
v 1441 2184669 48806007 91 
v 1442 2233883 48726215 128 
v 1443 2233147 48725557 135 
v 1444 2231437 48725588 142 
v 1445 2230125 48725647 143 
v 1446 2228860 48735908 76 
v 1447 2228720 48735859 75 
v 1448 2230591 48727008 120 
v 1449 2227044 48726774 136 
v 1450 2227086 48726769 136 
v 1451 2230327 48726453 136 
v 1452 2229917 48724873 143 
v 1453 2227196 48727654 123 
v 1454 2227001 48725775 142 
v 1455 2225838 48725828 141 
v 1456 2225938 48726874 132 
v 1457 2231374 48724995 142 
v 1458 2239049 48727342 105 
v 1459 2239331 48727304 104 
v 1460 2242792 48726838 94 
v 1461 2237345 48729047 101 
v 1462 2181431 48755702 140 
v 1463 2180100 48755441 147 
v 1464 2236854 48728023 108 
v 1465 2239392 48727979 105 
v 1466 2242216 48727931 99 
v 1467 2242843 48727257 95 
v 1468 2240279 48728651 103 
v 1469 2240294 48727963 104 
v 1470 2239466 48724806 108 
v 1471 2242388 48724749 97 
v 1472 2238191 48724830 111 
v 1473 2236754 48724851 117 
v 1474 2229977 48723356 143 
v 1475 2230432 48722325 144 
v 1476 2230990 48722093 143 
v 1477 2233255 48721126 140 
v 1478 2235020 48720847 144 
v 1479 2240150 48718622 142 
v 1480 2236357 48726384 110 
v 1481 2238157 48726589 105 
v 1482 2188344 48753973 147 
v 1483 2188203 48753039 147 
v 1484 2190968 48757731 95 
v 1485 2184656 48759018 95 
v 1486 2202819 48763434 164 
v 1487 2202345 48763354 161 
v 1488 2166195 48802521 106 
v 1489 2165837 48802970 104 
v 1490 2165507 48801130 111 
v 1491 2164270 48802042 105 
v 1492 2161997 48800750 107 
v 1493 2214537 48748812 97 
v 1494 2218739 48747360 85 
v 1495 2222217 48744365 101 
v 1496 2222701 48744137 100 
v 1497 2209145 48749679 101 
v 1498 2200532 48749347 134 
v 1499 2197951 48748245 146 
v 1500 2197839 48748243 146 
v 1501 2196134 48747754 149 
v 1502 2195941 48747209 150 
v 1503 2195112 48746505 152 
v 1504 2193983 48745683 153 
v 1505 2195278 48746080 151 
v 1506 2196405 48746192 152 
v 1507 2197311 48747069 149 
v 1508 2219168 48776176 168 
v 1509 2161556 48800477 109 
v 1510 2158704 48798847 115 
v 1511 2158022 48798558 114 
v 1512 2158975 48798522 114 
v 1513 2161174 48801457 106 
v 1514 2135730 48805616 133 
v 1515 2136028 48805337 134 
v 1516 2187981 48806025 100 
v 1517 2188652 48806423 105 
v 1518 2131182 48805186 128 
v 1519 2132033 48806599 126 
v 1520 2128736 48807486 121 
v 1521 2216284 48756458 111 
v 1522 2215597 48756840 118 
v 1523 2215331 48756863 120 
v 1524 2214557 48756618 121 
v 1525 2214443 48756668 122 
v 1526 2214313 48756862 124 
v 1527 2214216 48757010 125 
v 1528 2189395 48804688 112 
v 1529 2190228 48804684 118 
v 1530 2190313 48805095 117 
v 1531 2191390 48805082 125 
v 1532 2191364 48804663 123 
v 1533 2191348 48804393 123 
v 1534 2191335 48804185 124 
v 1535 2191360 48804592 123 
v 1536 2190493 48804606 119 
v 1537 2190485 48804413 119 
v 1538 2190542 48805086 119 
v 1539 2190584 48804680 119 
v 1540 2190496 48804682 119 
v 1541 2219479 48758244 102 
v 1542 2217244 48760049 125 
v 1543 2217716 48760032 122 
v 1544 2153514 48798075 116 
v 1545 2153556 48798146 116 
v 1546 2153496 48798147 117 
v 1547 2124996 48806808 130 
v 1548 2125875 48808246 120 
v 1549 2130431 48807030 125 
v 1550 2132695 48807676 125 
v 1551 2134838 48803169 141 
v 1552 2132844 48803762 133 
v 1553 2132997 48801358 132 
v 1554 2133063 48801468 131 
v 1555 2167744 48770992 164 
v 1556 2167975 48770664 163 
v 1557 2168135 48770325 164 
v 1558 2168823 48768675 154 
v 1559 2169908 48770588 161 
v 1560 2169607 48804117 101 
v 1561 2177676 48795197 138 
v 1562 2179333 48795952 127 
v 1563 2178391 48796128 132 
v 1564 2180509 48795822 118 
v 1565 2178233 48796281 133 
v 1566 2178812 48795713 130 
v 1567 2179245 48795301 125 
v 1568 2177803 48795861 136 
v 1569 2178238 48795451 133 
v 1570 2178697 48795048 129 
v 1571 2178165 48796296 133 
v 1572 2180487 48795577 118 
v 1573 2163113 48806634 123 
v 1574 2176148 48757114 148 
v 1575 2179730 48755891 148 
v 1576 2189232 48754574 143 
v 1577 2189553 48754401 142 
v 1578 2155173 48754278 151 
v 1579 2164076 48735613 153 
v 1580 2108891 48770706 161 
v 1581 2110292 48770676 160 
v 1582 2111386 48770602 159 
v 1583 2112554 48770492 159 
v 1584 2113065 48770416 158 
v 1585 2116077 48769791 156 
v 1586 2116562 48769691 156 
v 1587 2112857 48770080 159 
v 1588 2113705 48769680 159 
v 1589 2204582 48802766 172 
v 1590 2204953 48802577 172 
v 1591 2204671 48802019 176 
v 1592 2204457 48801982 175 
v 1593 2203845 48802531 176 
v 1594 2198457 48804226 149 
v 1595 2196593 48804944 142 
v 1596 2195009 48804382 144 
v 1597 2193253 48800571 123 
v 1598 2189378 48800420 102 
v 1599 2189172 48800532 104 
v 1600 2189276 48800472 103 
v 1601 2189294 48800531 104 
v 1602 2204955 48802202 175 
v 1603 2208904 48800547 175 
v 1604 2209142 48800725 175 
v 1605 2209112 48800923 175 
